state,year,exp_amo,dem_comm_exp,rep_comm_exp,dem_adv_exp,rep_adv_exp,dem_research_exp,rep_research_exp,dem_others_exp,rep_others_exp,dem_logistics_exp,rep_logistic_exp,dem_exp,rep_exp,votes_dem_perc,votes_gop_perc,white_pop,black_pop,other_pop
MO,2012,22196457.590000562,0.60687834,0.8452829500000001,13.896979540000007,5.605342190000001,0.061982929999999985,0.047066,0.19766995000000126,0.14898691,0.6358349899999994,0.15043379000000004,15.399345750000567,6.797111839999998,44.38366060859271,53.76395562054639,50.49542,7.07299,2.67526
MO,2016,43472478.71000003,0.6384795999999999,2.479269710000001,21.73972038,17.809746380000004,0.0012408500000000002,0.04246975,0.13327683999999843,0.49911632999999994,0.04760697999999994,0.08155188999999996,0.0,20.912154059999995,38.15185754979463,56.79710021546773,50.67791,7.20019,2.99325
MO,2020,88574779.36000001,0.18880926999999995,0.9154563100000005,42.933885800000006,43.692941870000006,0.5768290899999999,0.08005937999999999,0.00225,0.12665664,0.00031499999999999996,0.05757600000000001,35.75510011000001,40.87456807000002,41.40878173618836,56.79965577888949,50.86188,7.25579,3.25661
MS,2012,5070140.88,0.20967977,0.10924019,2.20418001,2.4914113799999997,0.0,0.0405,0.015,0.00012953,0.0,0.0,2.4288597800000002,2.6412811,43.78935954398935,55.285846743581125,17.90197,11.14071,0.79548
MS,2016,10220194.09,0.28996335,0.7668676700000001,5.274346389999996,3.4713199599999993,0.0035,0.0,0.06024155,0.27500891,0.00045689,0.07848936999999997,5.628508180000001,4.591685909999999,40.1147882717841,57.94103808883564,17.73354,11.26424,0.8816
MS,2020,10448087.199999997,0.44823399999999997,0.6460954200000002,3.6900473999999996,5.1177213,0.47962900999999997,0.0,0.00645,0.0,0.00907257,0.0508375,4.19694966,5.7180376399999995,41.01330770435637,57.54080436260339,17.58081,11.24559,0.93509
MT,2012,22251580.530000016,0.80703034,0.16737877999999995,10.470873979999995,10.617031280000004,0.041800000000000004,0.0,0.03453705,0.10463010000000002,0.008298999999999999,0.0,0.0,10.889040159999992,41.708132547548004,55.36480331947464,9.00098,0.0545,0.98235
MT,2016,1748669.2899999998,5.88e-05,0.05902348999999999,1.1579647,0.52027842,0.0,0.009,0.0,0.0016322799999999998,0.0,0.0,1.1580235,0.58993419,35.745765337013,56.16849744642933,9.27814,0.05935,1.0711
MT,2020,167818763.59000012,3.93714532,3.0907363500000007,77.9036168,76.67303138000001,3.927601239999999,0.8264247400000002,0.3294505300000001,0.6212338999999998,0.28453098999999993,0.20694733999999998,17.08606074,26.47496448000001,40.41040033016921,56.72340074288073,9.50211,0.06389,1.12178
NC,2012,14816579.969999999,0.35008454,0.4703418999999998,6.38320943,7.452446789999998,4e-05,0.15741647,2.472e-05,0.00281612,0.0,0.0002,6.733358689999999,8.083221280000002,48.350968577067555,50.39306410214295,70.0649,21.47706,5.9528
NC,2016,129726370.4300004,4.33968215,4.394809859999997,63.70005956999999,50.86521970000001,3.17325605,0.43236125999999997,0.7705010000000141,0.7329613200000042,0.5239075500000041,0.37361197000000024,72.50740632000718,56.798964110000256,46.172866168209474,49.828094696180415,72.10675,22.5393,6.90183
NC,2020,250120818.59000057,4.684562780000001,4.802379550000005,124.11165008000012,108.10758572999993,4.5360575800000005,1.9717727299999996,0.14155949000000007,1.4630876000000004,0.1334753,0.16868775000000003,5.699772589999999,3.9999338099999995,48.586220571564475,49.93434152650928,73.99487,23.30563,7.58034
ND,2012,17602980.879999988,0.38591951999999996,0.16811268999999998,8.809129560000006,7.935953269999997,0.0,0.0265,0.26156486999999995,0.015800969999999998,0.0,0.0,9.456613950000001,8.146366929999997,38.69731088897972,58.31568255855722,6.30565,0.10805,0.59806
ND,2016,197329.70999999996,0.00785088,0.005388979999999999,0.10773685,0.05523211,0.0,0.0,0.02,0.00112089,0.0,0.0,0.13558773000000002,0.061741979999999995,27.226739458706007,62.9556278313393,6.62681,0.2222,0.69533
ND,2020,15706609.289999994,0.10117899,0.06960111000000001,6.921402500000002,8.461439120000001,0.0,0.07815299999999999,0.0,0.0038345700000000003,0.0,0.07100000000000004,7.017581489999999,8.684027799999994,31.756762359080092,65.11404873707572,6.62555,0.25984,0.73523
NE,2012,7826640.649999995,0.030935260000000003,0.4560827,3.4964314499999993,3.7484437799999997,0.02,0.0,0.0010052800000000003,0.07076217000000001,0.0,0.0029800099999999995,3.5483719899999997,4.278268659999998,38.02731441792897,59.80319217904804,16.654,0.88904,0.98999
NE,2016,13976387.120000001,0.00010479,0.5098875,6.333750149999998,6.878251329999999,0.0,0.20669685999999998,0.000705,0.03943681,0.0,0.007554679999999999,6.334559939999999,7.641827180000001,33.70035312081328,58.75013474502687,16.90996,0.96223,1.18397
NE,2020,9816721.72,0.19443459999999996,0.0025453299999999997,4.61486917,4.7492131299999985,0.0027565,0.0,0.05802321000000002,0.0007417,0.19413808000000005,0.0,0.40111033999999923,0.35506612,39.166794753962606,58.224406851258756,17.04129,1.00763,1.29516
NH,2012,15909803.130000003,1.0381333199999998,0.5079652399999999,6.283018809999997,6.801494629999999,0.06523875000000005,0.0765,0.19949407000000008,0.00039785,0.93756046,0.0,8.523445410000008,7.38635772,51.98268186364078,46.406472639398196,12.49139,0.1815,0.56943
NH,2016,176716644.8100001,3.51592903,2.93827762,81.22896447999997,83.45080510000008,0.09200103999999999,0.22991499999999998,1.5688288400000001,1.8902335700000001,1.69592558,0.09439574999999999,88.10164897000011,88.60362703999999,46.82626266969055,46.458666981953414,12.55396,0.2138,0.65531
NH,2020,10098309.25,0.5775445100000001,0.33272296,7.47703885,1.1439353300000001,0.10929519,0.0015499799999999998,0.20687843,0.06526027,0.18408373,0.0,2.19685375,0.05493901,52.82261974317218,45.45504270104298,12.66097,0.24371,0.69243
NJ,2012,4479108.219999999,0.2655474,0.10254722000000001,1.7152458099999999,2.0946697700000003,0.034872,0.015,0.1975,0.00039402,0.0009,0.052432,2.21406521,2.26504301,58.377212597231214,40.58927141009568,65.29804,12.98354,10.16784
NJ,2016,12815014.599999994,2.24501168,0.37881265000000003,7.946486889999999,1.6559973899999998,0.44979419,0.01,0.0022530000000000002,0.0514459,0.06867627999999999,0.006536619999999999,10.71222204,2.10279256,55.453084449694195,41.35038665002945,64.47703,13.23504,10.9962
NJ,2020,75229867.47999999,2.9745630200000006,1.02246607,51.96018019,18.490909800000004,0.5237065000000001,0.00625,0.14238872999999994,0.030288489999999998,0.04190747,0.037207210000000004,35.90732945999997,12.286943120000004,57.14726720847354,41.26155670370976,63.88804,13.37457,11.55929
NM,2012,7997340.469999857,0.47759435999999994,0.09268214,3.915072219999999,2.8944151499999995,0.012,0.041499999999999995,0.2500141700000002,9.083999999999999e-05,0.31397158999999825,0.0,4.968652340000105,3.0286881299999995,52.992760520466774,42.84332663909013,17.3612,0.50201,3.00988
NM,2016,226270.1,0.00011845,0.015688380000000002,0.01191667,0.19525867000000002,0.0,0.0,0.0,0.00328793,0.0,0.0,0.0,0.21423498000000002,48.255647178634106,40.04251433324273,17.21226,0.52473,3.17931
NM,2020,34392789.86999998,0.6593558400000001,0.25368022,17.304451540000013,11.089758810000003,0.03806686,0.0,0.05406984000000002,0.10334051000000004,0.41890572,0.0005,2.76322625,2.1286263599999993,54.289285849572224,43.49666924612945,17.16656,0.54772,3.25401
NV,2012,57186981.51999754,0.6193887900000001,1.22166125,26.41573077000001,25.255294080000002,0.3485365400000002,0.09866699999999999,0.6463783700000092,0.22791092999999996,2.329287850000001,0.02412594,30.359322320000967,26.827659199999996,52.35624947040056,45.67531564126363,21.17644,2.43918,3.82434
NV,2016,124131402.14,1.9267559499999993,2.374104369999999,53.603621500000166,61.068069639999955,0.58591771,0.3830139900000001,0.2368522499999999,0.5766857700000002,2.2438234000000006,1.1325575599999989,58.596970809999995,65.53443132999992,47.91782367811904,45.50069531760242,21.9765,2.80959,4.38954
NV,2020,86105116.8599998,2.2577842600000015,1.6737021600000004,50.943592470000056,27.139399319999992,1.3537013300000003,0.015,0.09184475000000003,0.09104633,2.488658740000003,0.050387499999999995,46.42360034000004,27.109135090000013,50.05678195728403,47.66624732455941,22.77552,3.16303,4.86301
NY,2012,44960095.19000003,2.261881280000002,1.6170278800000006,17.415049310000008,22.21507628999999,0.40061975,0.34545210000000004,0.04621367,0.09507321000000003,0.3082755399999999,0.25500366,20.43203955000002,24.527633139999995,61.232992420621855,31.484290756415568,139.30746,34.25285,22.16901
